Nombre Jugador,Enlace TM,Temporada,Fecha,Último club,Nuevo club,Valor de mercado,Coste
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,17/18,01/07/2017,CD Boiro,SD Negreira,100.000€,Libre
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,18/19,01/07/2018,SD Negreira,CD Boiro,100.000€,Libre
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,14/15,01/07/2014,Deportivo B,CD Boiro,-,?
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,15/16,01/01/2016,CD Ribadumia,CD Boiro,-,?
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,15/16,01/07/2015,CD Boiro,CD Ribadumia,-,?
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,14/15,01/07/2014,Deportivo B,CD Boiro,-,?
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,13/14,01/07/2013,Depor Juvenil A,Deportivo B,-,-
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,15/16,01/01/2016,CD Ribadumia,CD Boiro,-,?
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,19/20,01/07/2019,CD Boiro,Céltiga FC,-,Libre
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,18/19,01/07/2018,SD Negreira,CD Boiro,100.000€,Libre
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,19/20,01/07/2019,CD Boiro,Céltiga FC,-,Libre
Rodri Iglesias,https://www.transfermarkt.es/rodri-iglesias/transfers/spieler/439480,15/16,01/07/2015,CD Boiro,CD Ribadumia,-,?
Rodri Sánchez,https://www.transfermarkt.es/rodri-sanchez/transfers/spieler/630995,17/18,01/07/2017,Betis Fútb.base,Betis Juvenil A,-,-
Rodri Sánchez,https://www.transfermarkt.es/rodri-sanchez/transfers/spieler/630995,15/16,18/07/2015,Barça Fútb.base,Depor Fút. base,-,?
Rodri Sánchez,https://www.transfermarkt.es/rodri-sanchez/transfers/spieler/630995,16/17,01/07/2016,Depor Fút. base,Betis Fútb.base,-,?
Rodri Sánchez,https://www.transfermarkt.es/rodri-sanchez/transfers/spieler/630995,14/15,01/07/2014,Esp. Fútb.base,Barça Fútb.base,-,?
Rodri Sánchez,https://www.transfermarkt.es/rodri-sanchez/transfers/spieler/630995,13/14,01/07/2013,Atl. Fútb. base,Esp. Fútb.base,-,?
Rodri Sánchez,https://www.transfermarkt.es/rodri-sanchez/transfers/spieler/630995,18/19,01/07/2018,Betis Juvenil A,Betis Deportivo,-,-
Rodri Sánchez,https://www.transfermarkt.es/rodri-sanchez/transfers/spieler/630995,21/22,01/07/2021,Betis Deportivo,Real Betis,1.500.000€,-
Román Noya,https://www.transfermarkt.es/roman-noya/transfers/spieler/1064142,22/23,01/07/2022,Depor Fút. base,Depor Juvenil A,-,-
Roque,https://www.transfermarkt.es/roque/transfers/spieler/955886,22/23,01/07/2022,Leganés Juv. A,Sin equipo,-,-
Roque,https://www.transfermarkt.es/roque/transfers/spieler/955886,21/22,01/07/2021,Depor Fút. base,Leganés Juv. A,-,Libre
Roque González,https://www.transfermarkt.es/roque-gonzalez/transfers/spieler/719987,20/21,01/08/2020,Depor Juvenil A,Compostela J. A,-,Libre
Roque González,https://www.transfermarkt.es/roque-gonzalez/transfers/spieler/719987,20/21,01/08/2020,Depor Juvenil A,Compostela J. A,-,Libre
Roque González,https://www.transfermarkt.es/roque-gonzalez/transfers/spieler/719987,19/20,01/07/2019,Depor Fút. base,Depor Juvenil A,-,-
Roque González,https://www.transfermarkt.es/roque-gonzalez/transfers/spieler/719987,19/20,01/07/2019,Depor Fút. base,Depor Juvenil A,-,-
Roque González,https://www.transfermarkt.es/roque-gonzalez/transfers/spieler/719987,21/22,06/08/2021,Compostela J. A,SD Compostela,-,-
Roque González,https://www.transfermarkt.es/roque-gonzalez/transfers/spieler/719987,21/22,06/08/2021,Compostela J. A,SD Compostela,-,-
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,17/18,11/07/2017,Real Betis,GZ Hengfeng,1.000.000€,Préstamo
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,17/18,31/12/2017,GZ Hengfeng,Real Betis,900.000€,Fin de préstamo
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,18/19,13/07/2018,Real Betis,UD Las Palmas,500.000€,Libre
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,17/18,31/12/2017,GZ Hengfeng,Real Betis,900.000€,Fin de préstamo
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,22/23,06/07/2022,FC Cartagena,Málaga CF,100.000€,Libre
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,22/23,06/07/2022,FC Cartagena,Málaga CF,100.000€,Libre
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,18/19,13/07/2018,Real Betis,UD Las Palmas,500.000€,Libre
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,20/21,12/09/2020,UD Las Palmas,FC Cartagena,100.000€,Libre
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,18/19,13/07/2018,Real Betis,UD Las Palmas,500.000€,Libre
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,17/18,31/12/2017,GZ Hengfeng,Real Betis,900.000€,Fin de préstamo
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,17/18,11/07/2017,Real Betis,GZ Hengfeng,1.000.000€,Préstamo
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,17/18,11/07/2017,Real Betis,GZ Hengfeng,1.000.000€,Préstamo
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,20/21,12/09/2020,UD Las Palmas,FC Cartagena,100.000€,Libre
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,22/23,06/07/2022,FC Cartagena,Málaga CF,100.000€,Libre
Rubén Castro,https://www.transfermarkt.es/ruben-castro/transfers/spieler/25316,20/21,12/09/2020,UD Las Palmas,FC Cartagena,100.000€,Libre
Rubén Durán,https://www.transfermarkt.es/ruben-duran/transfers/spieler/941115,21/22,01/07/2021,Depor Fút. base,Depor Juvenil A,-,-
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,14/15,01/07/2014,Rayo Vallecano,UD Almería,1.200.000€,Libre
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,13/14,23/07/2013,Málaga CF,Rayo Vallecano,1.000.000€,Libre
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,16/17,01/07/2016,Levante UD,RC Deportivo,1.500.000€,Libre
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,21/22,01/07/2021,CA Osasuna,AEK Larnaca,500.000€,Libre
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,18/19,05/07/2018,RC Deportivo,CA Osasuna,800.000€,Libre
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,16/17,30/06/2017,RSC Anderlecht,RC Deportivo,900.000€,Fin de préstamo
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,15/16,01/07/2015,UD Almería,Levante UD,2.000.000€,Libre
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,21/22,28/01/2022,AEK Larnaca,Sin equipo,200.000€,-
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,16/17,24/01/2017,RC Deportivo,RSC Anderlecht,1.000.000€,Préstamo
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,13/14,23/07/2013,Málaga CF,Rayo Vallecano,1.000.000€,Libre
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,14/15,01/07/2014,Rayo Vallecano,UD Almería,1.200.000€,Libre
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,15/16,01/07/2015,UD Almería,Levante UD,2.000.000€,Libre
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,16/17,01/07/2016,Levante UD,RC Deportivo,1.500.000€,Libre
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,16/17,24/01/2017,RC Deportivo,RSC Anderlecht,1.000.000€,Préstamo
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,16/17,30/06/2017,RSC Anderlecht,RC Deportivo,900.000€,Fin de préstamo
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,21/22,28/01/2022,AEK Larnaca,Sin equipo,200.000€,-
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,18/19,05/07/2018,RC Deportivo,CA Osasuna,800.000€,Libre
Rubén Martínez,https://www.transfermarkt.es/ruben-martinez/transfers/spieler/8184,21/22,01/07/2021,CA Osasuna,AEK Larnaca,500.000€,Libre
Rubén Rivera,https://www.transfermarkt.es/ruben-rivera/transfers/spieler/47712,20/21,01/07/2020,Bergantiños FC,Sin equipo,-,-
Rubén Rivera,https://www.transfermarkt.es/ruben-rivera/transfers/spieler/47712,14/15,05/01/2015,Real Avilés,Coruxo FC,200.000€,Libre
Rubén Rivera,https://www.transfermarkt.es/ruben-rivera/transfers/spieler/47712,15/16,01/07/2015,Coruxo FC,CD Boiro,200.000€,Libre
Rubén Rivera,https://www.transfermarkt.es/ruben-rivera/transfers/spieler/47712,17/18,01/07/2017,CD Boiro,Bergantiños FC,100.000€,Libre
Rubén Rivera,https://www.transfermarkt.es/ruben-rivera/transfers/spieler/47712,14/15,06/08/2014,Admira Wacker,Real Avilés,200.000€,Libre
Rubén Rivera,https://www.transfermarkt.es/ruben-rivera/transfers/spieler/47712,13/14,30/06/2014,CD Leganés,Admira Wacker,200.000€,Fin de préstamo
Rubén Rivera,https://www.transfermarkt.es/ruben-rivera/transfers/spieler/47712,13/14,31/01/2014,Admira Wacker,CD Leganés,200.000€,Préstamo
Rubén Rivera,https://www.transfermarkt.es/ruben-rivera/transfers/spieler/47712,13/14,17/07/2013,Wolfsberger AC,Admira Wacker,250.000€,Libre
Rubén Vilela,https://www.transfermarkt.es/ruben-vilela/transfers/spieler/1064144,22/23,01/07/2022,Depor Fút. base,Depor Juvenil A,-,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,13/14,30/06/2014,Belenenses,RC Deportivo,700.000€,Fin de préstamo
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,18/19,01/01/2019,Waterford FC,Sin equipo,100.000€,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,17/18,04/01/2018,Sin equipo,União Madeira,300.000€,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,18/19,03/07/2018,União Madeira,Waterford FC,100.000€,250 mil €
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,18/19,03/07/2018,União Madeira,Waterford FC,100.000€,250 mil €
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,21/22,01/07/2021,Sernache,Sin equipo,-,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,21/22,08/10/2021,Sin equipo,Basildon Utd.,-,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,13/14,31/01/2014,RC Deportivo,Belenenses,600.000€,Préstamo
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,13/14,23/07/2013,Círculo Brujas,RC Deportivo,800.000€,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,17/18,01/07/2017,Doxa Katokopias,Sin equipo,300.000€,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,22/23,21/10/2022,Dereham Town,Brightlingsea,-,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,22/23,05/08/2022,Brightlingsea,Dereham Town,-,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,17/18,04/01/2018,Sin equipo,União Madeira,300.000€,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,21/22,01/11/2021,Basildon Utd.,Brightlingsea,-,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,20/21,01/07/2020,Sin equipo,Sernache,-,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,16/17,17/08/2016,C.R.D. Libolo,Doxa Katokopias,600.000€,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,14/15,22/08/2014,RC Deportivo,Skoda Xanthi,700.000€,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,18/19,01/01/2019,Waterford FC,Sin equipo,100.000€,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,22/23,05/08/2022,Brightlingsea,Dereham Town,-,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,21/22,01/11/2021,Basildon Utd.,Brightlingsea,-,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,21/22,08/10/2021,Sin equipo,Basildon Utd.,-,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,21/22,01/07/2021,Sernache,Sin equipo,-,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,20/21,01/07/2020,Sin equipo,Sernache,-,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,14/15,01/01/2015,Skoda Xanthi,C.R.D. Libolo,600.000€,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,22/23,21/10/2022,Dereham Town,Brightlingsea,-,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,13/14,23/07/2013,Círculo Brujas,RC Deportivo,800.000€,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,13/14,31/01/2014,RC Deportivo,Belenenses,600.000€,Préstamo
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,13/14,30/06/2014,Belenenses,RC Deportivo,700.000€,Fin de préstamo
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,14/15,22/08/2014,RC Deportivo,Skoda Xanthi,700.000€,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,16/17,17/08/2016,C.R.D. Libolo,Doxa Katokopias,600.000€,Libre
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,17/18,01/07/2017,Doxa Katokopias,Sin equipo,300.000€,-
Rudy,https://www.transfermarkt.es/rudy/transfers/spieler/130963,14/15,01/01/2015,Skoda Xanthi,C.R.D. Libolo,600.000€,Libre
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,22/23,01/09/2022,Santa Clara,Farense,600.000€,?
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,14/15,01/07/2014,Guimarães U19,Varzim U19,-,?
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,19/20,21/07/2020,Alcorcón,FC Porto B,400.000€,Fin de préstamo
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,20/21,16/09/2020,FC Porto B,RC Deportivo,400.000€,Libre
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,19/20,06/07/2019,FC Porto B,Alcorcón,500.000€,Préstamo
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,18/19,10/07/2018,Portimonense,FC Porto B,750.000€,?
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,17/18,23/01/2018,Famalicão,Portimonense,350.000€,Fin de préstamo
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,17/18,11/08/2017,Portimonense,Famalicão,600.000€,Préstamo
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,17/18,01/07/2017,Varzim,Portimonense,600.000€,Libre
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,16/17,01/07/2016,Varzim SC B,Varzim,-,-
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,14/15,01/01/2015,Varzim U19,Varzim SC B,-,-
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,13/14,01/07/2013,Famalicão S17,Guimarães U19,-,?
Rui Costa,https://www.transfermarkt.es/rui-costa/transfers/spieler/451858,20/21,01/02/2021,RC Deportivo,Santa Clara,400.000€,Libre
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,13/14,01/07/2013,Padroense J17,FC Porto U17,-,-
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,14/15,01/07/2014,FC Porto U17,Boavista U19,-,?
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,15/16,01/07/2015,Boavista U19,Depor Juvenil A,-,?
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,16/17,01/07/2016,Depor Juvenil A,Sin equipo,-,-
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,19/20,01/01/2020,Esp. Lagos,GC Figueirense,-,?
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,18/19,01/07/2018,Oliv. Hospital,Gafanha,-,Libre
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,19/20,01/07/2019,Gafanha,Esp. Lagos,-,Libre
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,20/21,01/07/2020,GC Figueirense,SC Ideal,-,Libre
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,22/23,01/11/2022,GS Mazara,Porto S'Elpidio,-,?
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,21/22,01/07/2021,SC Ideal,Gouveia,-,Libre
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,22/23,01/07/2022,Gouveia,GS Mazara,-,Libre
Rui Varejão,https://www.transfermarkt.es/rui-varejao/transfers/spieler/258041,17/18,01/07/2017,Sin equipo,Oliv. Hospital,-,-
Runy,https://www.transfermarkt.es/runy/transfers/spieler/858720,22/23,29/07/2022,Depor Fabril,Villanovense,-,Libre
Runy,https://www.transfermarkt.es/runy/transfers/spieler/858720,21/22,01/07/2021,Extremadura B,Depor Fabril,-,Libre
Runy,https://www.transfermarkt.es/runy/transfers/spieler/858720,20/21,01/07/2020,UC La Estrella,Extremadura B,-,?
Ryan Babel,https://www.transfermarkt.es/ryan-babel/transfers/spieler/16135,22/23,22/07/2022,Galatasaray,Eyüpspor,350.000€,Libre
Ryan Babel,https://www.transfermarkt.es/ryan-babel/transfers/spieler/16135,19/20,30/06/2020,Ajax,Galatasaray,2.000.000€,Fin de préstamo
Ryan Babel,https://www.transfermarkt.es/ryan-babel/transfers/spieler/16135,19/20,11/01/2020,Galatasaray,Ajax,4.000.000€,Tarifa de préstamo:1.55 mill. €
Ryan Babel,https://www.transfermarkt.es/ryan-babel/transfers/spieler/16135,19/20,01/07/2019,Fulham,Galatasaray,5.000.000€,Libre
Ryan Babel,https://www.transfermarkt.es/ryan-babel/transfers/spieler/16135,18/19,15/01/2019,Besiktas,Fulham,5.000.000€,2.00 mill. €
Ryan Babel,https://www.transfermarkt.es/ryan-babel/transfers/spieler/16135,15/16,01/07/2015,Kasimpasa,Al-Ain FC,5.000.000€,2.50 mill. €
Ryan Babel,https://www.transfermarkt.es/ryan-babel/transfers/spieler/16135,16/17,15/09/2016,Al-Ain FC,RC Deportivo,5.000.000€,Libre
Ryan Babel,https://www.transfermarkt.es/ryan-babel/transfers/spieler/16135,13/14,01/07/2013,Ajax,Kasimpasa,4.000.000€,Libre
Ryan Babel,https://www.transfermarkt.es/ryan-babel/transfers/spieler/16135,16/17,01/01/2017,RC Deportivo,Besiktas,5.000.000€,Libre
Sabin Merino,https://www.transfermarkt.es/sabin-merino/transfers/spieler/192736,18/19,31/08/2018,Athletic,CD Leganés,1.500.000€,Préstamo
Sabin Merino,https://www.transfermarkt.es/sabin-merino/transfers/spieler/192736,15/16,01/07/2015,Bilbao Athletic,Athletic,600.000€,-
Sabin Merino,https://www.transfermarkt.es/sabin-merino/transfers/spieler/192736,13/14,01/07/2013,CD Basconia,Bilbao Athletic,-,-
Sabin Merino,https://www.transfermarkt.es/sabin-merino/transfers/spieler/192736,18/19,30/06/2019,CD Leganés,Athletic,1.000.000€,Fin de préstamo
Sabin Merino,https://www.transfermarkt.es/sabin-merino/transfers/spieler/192736,19/20,01/07/2019,Athletic,CD Leganés,1.000.000€,Libre
Sabin Merino,https://www.transfermarkt.es/sabin-merino/transfers/spieler/192736,19/20,14/01/2020,CD Leganés,RC Deportivo,900.000€,Libre
Sabin Merino,https://www.transfermarkt.es/sabin-merino/transfers/spieler/192736,21/22,31/01/2022,CD Leganés,Real Zaragoza,1.200.000€,Libre
Sabin Merino,https://www.transfermarkt.es/sabin-merino/transfers/spieler/192736,22/23,03/07/2022,Real Zaragoza,San Luis,1.000.000€,Préstamo
Sabin Merino,https://www.transfermarkt.es/sabin-merino/transfers/spieler/192736,20/21,17/08/2020,RC Deportivo,CD Leganés,800.000€,Libre
Sabin Merino,https://www.transfermarkt.es/sabin-merino/transfers/spieler/192736,22/23,30/06/2023,San Luis,Real Zaragoza,500.000€,Fin de préstamo
Salva Ruiz,https://www.transfermarkt.es/salva-ruiz/transfers/spieler/162063,13/14,09/08/2013,V. Mestalla,CD Tenerife,500.000€,Préstamo
Salva Ruiz,https://www.transfermarkt.es/salva-ruiz/transfers/spieler/162063,21/22,25/07/2021,RC Deportivo,Castellón,500.000€,Libre
Salva Ruiz,https://www.transfermarkt.es/salva-ruiz/transfers/spieler/162063,19/20,02/09/2019,Valencia CF,RC Deportivo,400.000€,Libre
Salva Ruiz,https://www.transfermarkt.es/salva-ruiz/transfers/spieler/162063,19/20,01/07/2019,RCD Mallorca,Valencia CF,400.000€,Libre
Salva Ruiz,https://www.transfermarkt.es/salva-ruiz/transfers/spieler/162063,15/16,30/06/2016,Granada CF,V. Mestalla,300.000€,Fin de préstamo
Salva Ruiz,https://www.transfermarkt.es/salva-ruiz/transfers/spieler/162063,15/16,13/07/2015,V. Mestalla,Granada CF,-,Préstamo
Salva Ruiz,https://www.transfermarkt.es/salva-ruiz/transfers/spieler/162063,13/14,29/01/2014,CD Tenerife,V. Mestalla,400.000€,Fin de préstamo
Salva Ruiz,https://www.transfermarkt.es/salva-ruiz/transfers/spieler/162063,17/18,10/01/2018,V. Mestalla,RCD Mallorca,100.000€,Libre
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,17/18,03/08/2017,CD Izarra,Montreal,250.000€,88 mil €
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,16/17,16/07/2016,Deportivo B,CD Izarra,-,Libre
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,14/15,25/08/2014,Düsseldorf II,Deportivo B,-,Libre
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,15/16,07/08/2015,Deportivo B,Racing Ferrol,-,Préstamo
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,14/15,25/08/2014,Düsseldorf II,Deportivo B,-,Libre
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,13/14,01/07/2013,Düsseldorf U19,Düsseldorf II,-,-
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,17/18,03/08/2017,CD Izarra,Montreal,250.000€,88 mil €
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,16/17,16/07/2016,Deportivo B,CD Izarra,-,Libre
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,15/16,26/01/2016,Racing Ferrol,Deportivo B,-,Fin de préstamo
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,15/16,07/08/2015,Deportivo B,Racing Ferrol,-,Préstamo
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,15/16,26/01/2016,Racing Ferrol,Deportivo B,-,Fin de préstamo
Samuel Piette,https://www.transfermarkt.es/samuel-piette/transfers/spieler/189019,13/14,01/07/2013,Düsseldorf U19,Düsseldorf II,-,-
Samuel Rodríguez,https://www.transfermarkt.es/samuel-rodriguez/transfers/spieler/604061,14/15,01/07/2014,Depor Juvenil A,Dubra,-,?
Samuel Rodríguez,https://www.transfermarkt.es/samuel-rodriguez/transfers/spieler/604061,16/17,01/07/2016,Noia,SD Compostela,-,?
Samuel Rodríguez,https://www.transfermarkt.es/samuel-rodriguez/transfers/spieler/604061,15/16,01/07/2015,Dubra,Noia,-,?
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,19/20,31/08/2020,Venezia,Inter,600.000€,Fin de préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,18/19,30/06/2019,Cremonese,Inter,1.000.000€,Fin de préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,18/19,30/01/2019,Inter,Cremonese,1.200.000€,Préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,22/23,03/08/2022,LR Vicenza,FC Dordrecht,300.000€,Libre
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,13/14,30/01/2014,Hellas Verona,Inter,2.000.000€,Fin de préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,13/14,31/01/2014,Inter,Rayo Vallecano,2.000.000€,Préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,21/22,30/06/2022,Modena,LR Vicenza,300.000€,Fin de préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,21/22,31/01/2022,LR Vicenza,Modena,400.000€,Préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,18/19,29/01/2019,SD Huesca,Inter,1.200.000€,Fin de préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,18/19,05/07/2018,Inter,SD Huesca,1.200.000€,Préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,20/21,05/10/2020,Inter,LR Vicenza,600.000€,400 mil €
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,13/14,20/08/2013,Inter,Hellas Verona,2.000.000€,Préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,13/14,30/06/2014,Rayo Vallecano,Inter,2.000.000€,Fin de préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,17/18,30/06/2018,CD Tenerife,Inter,1.200.000€,Fin de préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,17/18,23/08/2017,Inter,CD Tenerife,1.200.000€,Préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,19/20,16/08/2019,Inter,RC Deportivo,1.000.000€,Préstamo
Samuele Longo,https://www.transfermarkt.es/samuele-longo/transfers/spieler/124560,19/20,30/01/2020,RC Deportivo,Inter,700.000€,Fin de préstamo
